Player,Season,Team,Position,GP,TOI,G,A,P,P1,P/60,P1/60,GS,GS/60,CF,CA,C+/-,CF%,Rel CF%,GF,GA,G+/-,GF%,Rel GF%,xGF,xGA,xG+/-,xGF%,Rel xGF%,iPENT,iPEND,iP+/-,iCF,iCF/60,ixGF,ixGF/60,iSh%,PDO,ZSR,TOI%,TOI% QoT,CF% QoT,TOI% QoC,CF% QoC
JAKUB.VORACEK,2014-2015,PHI,R,82,1155.34,9,32,41,27,2.13,1.4,48.34,2.51,1181,1023,158,53.58,6.19,48,35,13,57.83,12.18,45.63,41.97,3.66,52.09,7.41,22,20,-2,263,13.66,10.33,0.54,6.47,101.33,58.99,29.39,30.83,47.65,29.42,50.06
JAKUB.VORACEK,2015-2016,PHI,R,73,1003.9,8,19,27,21,1.61,1.26,34.32,2.05,1005,915,90,52.34,2.45,36,32,4,52.94,5.88,41.93,37.82,4.11,52.58,4.84,13,16,3,213,12.73,10.15,0.61,6.72,100.69,49.29,29.29,30.22,50.13,29.31,49.79
JAKUB.VORACEK,2016-2017,PHI,R,82,1174.82,9,19,28,21,1.43,1.07,30.76,1.57,1142,1101,41,50.91,-0.25,37,62,-25,37.37,-12.35,43.43,49.38,-5.95,46.79,-3.75,9,19,10,274,13.99,10.92,0.56,6.21,96.18,51.94,30.04,30.21,51.83,29.26,49.93
JAKUB.VORACEK,2017-2018,PHI,R,82,1196.53,12,27,39,32,1.96,1.6,44.58,2.24,1151,1121,30,50.66,1.26,54,37,17,59.34,10.06,48.9,45.01,3.89,52.07,2.23,15,26,11,242,12.14,11.25,0.56,8.39,102.47,49.48,30.17,30.21,49.4,29.29,49.88
JAKUB.VORACEK,2018-2019,PHI,R,17,234.27,2,5,7,4,1.79,1.02,3.54,0.91,210,263,-53,44.4,-6.87,11,17,-6,39.29,-22.08,9.05,13.31,-4.26,40.47,-12.71,2,5,3,46,11.78,1.57,0.4,8,97.95,38.96,30.03,30.52,52.87,29.5,51.19
JASON.SPEZZA,2009-2010,OTT,C,60,830.82,10,18,28,23,2.02,1.66,26.89,1.94,767,788,-21,49.32,-2.52,40,36,4,52.63,8.71,34.92,33.61,1.31,50.96,-2.43,6,9,3,189,13.65,8.85,0.64,10.53,101.14,54.71,29.85,30.16,51.35,29.87,50.01
JASON.SPEZZA,2010-2011,OTT,C,62,857.93,13,21,34,27,2.38,1.89,36.81,2.57,852,811,41,51.23,2.46,46,44,2,51.11,9.18,36.35,36.42,-0.07,49.95,3.56,9,11,2,226,15.81,10.31,0.72,10.83,100.14,47.46,29.67,30.19,48.42,29.78,49.95
JASON.SPEZZA,2011-2012,OTT,C,80,1207.68,19,32,51,42,2.53,2.09,58.58,2.91,1285,1127,158,53.28,1.61,63,53,10,54.31,6.39,50.81,54.26,-3.45,48.36,-0.4,11,10,-1,301,14.95,13.51,0.67,11.95,101.4,59.57,32.12,31.52,51.49,29.71,49.69
JASON.SPEZZA,2012-2013,OTT,C,5,69.57,0,2,2,2,1.72,1.72,2.71,2.34,73,63,10,53.68,-1.98,3,0,3,100,36.36,2.17,2.09,0.08,50.94,-8.37,1,0,-1,11,9.49,0.19,0.16,0,110,64,29.85,31.5,54.17,29.62,48.66
JASON.SPEZZA,2013-2014,OTT,C,75,1001.85,13,24,37,31,2.22,1.86,38.43,2.3,1060,977,83,52.04,-0.52,48,65,-17,42.48,-9.19,40.03,46.68,-6.65,46.17,-2.34,15,4,-11,265,15.87,11.57,0.69,8.78,97.53,55.09,28.95,30.72,52.14,29.36,49.59
JASON.SPEZZA,2014-2015,DAL,C,82,1038.78,12,18,30,22,1.73,1.27,43.63,2.52,1141,951,190,54.54,3.35,50,43,7,53.76,4.36,46.98,40.45,6.53,53.73,2.53,10,13,3,289,16.69,13.47,0.78,8.45,100.2,58.51,26.89,29.55,50.98,29.18,49.95
JASON.SPEZZA,2015-2016,DAL,C,75,944.69,20,13,33,29,2.1,1.84,47.62,3.02,1086,901,185,54.66,3.07,43,30,13,58.9,9.58,43.09,40.05,3.04,51.83,-0.24,9,7,-2,302,19.18,13.26,0.84,12.66,101.06,55.39,26.23,29.76,51.93,29.09,49.78
JASON.SPEZZA,2016-2017,DAL,C,68,857.18,11,16,27,19,1.89,1.33,26.49,1.85,845,840,5,50.15,-0.96,40,46,-6,46.51,-4.38,33.33,36.58,-3.25,47.68,-3.64,11,8,-3,201,14.07,8.88,0.62,10.48,98.64,51.03,25.71,29.9,50.07,28.94,49.85
JASON.SPEZZA,2017-2018,DAL,C,78,824.17,4,10,14,10,1.02,0.73,21.98,1.6,826,751,75,52.38,1.74,25,28,-3,47.17,-7.21,31.13,26.75,4.38,53.78,0.42,5,4,-1,204,14.85,8.45,0.62,4.08,98.87,54.73,22.05,29.11,50.47,28.24,49.6
JASON.SPEZZA,2018-2019,DAL,C,17,197.9,3,3,6,4,1.82,1.21,6,1.82,171,185,-14,48.03,3.87,8,7,1,53.33,6.52,6.88,7.03,-0.15,49.46,1.09,0,2,2,36,10.91,1.93,0.59,14.29,102.62,63.04,23.97,29.53,44.19,28.91,49.64
JOHN.TAVARES,2009-2010,NYI,C,81,1044.3,11,12,23,21,1.32,1.21,21.15,1.22,966,1036,-70,48.25,0.77,42,51,-9,45.16,-1.47,47.54,48.95,-1.41,49.27,-0.36,6,12,6,207,11.89,12.08,0.69,10.09,99.15,56.53,28.39,30.28,48.62,29.4,50.11
JOHN.TAVARES,2010-2011,NYI,C,79,1157.87,16,22,38,27,1.97,1.4,34.57,1.79,1138,1217,-79,48.32,3.45,48,57,-9,45.71,2.78,52.04,55.78,-3.74,48.27,5.04,17,17,0,282,14.61,18.67,0.97,9.47,98.99,54.53,31.63,31.42,45.28,29.69,50.22
JOHN.TAVARES,2011-2012,NYI,C,82,1329.5,19,29,48,40,2.17,1.81,54.7,2.47,1315,1290,25,50.48,4.48,63,64,-1,49.61,11.75,70.36,58.01,12.35,54.81,10.52,11,34,23,330,14.89,24.35,1.1,9.27,98.52,58.78,33.17,32.02,44.65,29.88,50.02
JOHN.TAVARES,2012-2013,NYI,C,48,775.28,17,10,27,26,2.09,2.01,34.61,2.68,788,705,83,52.78,4.29,36,34,2,51.43,3.1,35.37,28.94,6.43,55,4.81,6,18,12,188,14.55,10.29,0.8,16.19,98.72,60.87,32.99,31.77,47.5,29.95,49.76
JOHN.TAVARES,2013-2014,NYI,C,59,927.74,15,21,36,30,2.33,1.94,35.26,2.28,945,968,-23,49.4,0.63,49,42,7,53.85,14.28,41.76,44.52,-2.76,48.4,1.56,9,12,3,215,13.9,13.56,0.88,12.5,102.06,61.64,33.05,32.16,48.39,29.85,50.2
JOHN.TAVARES,2014-2015,NYI,C,82,1283.34,21,25,46,40,2.15,1.87,61.49,2.87,1442,1194,248,54.7,3,63,55,8,53.39,2.66,70.61,54.42,16.19,56.47,1.66,17,15,-2,331,15.48,22.52,1.05,11.54,99.59,69.16,32.39,30.51,50.04,29.55,50.02
JOHN.TAVARES,2015-2016,NYI,C,78,1209.05,22,23,45,42,2.23,2.08,53.05,2.63,1213,1143,70,51.49,3.05,53,43,10,55.21,5.21,54.73,55.32,-0.59,49.73,0.89,11,22,11,297,14.74,20.99,1.04,13.58,101.71,64.28,31.75,30.41,48,29.51,50.05
JOHN.TAVARES,2016-2017,NYI,C,77,1175.95,15,21,36,25,1.84,1.28,46.41,2.37,1232,1094,138,52.97,7.4,56,50,6,52.83,4.18,57.83,49.54,8.29,53.86,7.09,13,23,10,308,15.71,17.89,0.91,9.2,100.02,64.38,31.08,30.28,44.1,29.56,50.23
JOHN.TAVARES,2017-2018,NYI,C,82,1151.92,18,21,39,31,2.03,1.61,36.49,1.9,1137,1209,-72,48.47,1.42,58,60,-2,49.15,1.19,49.8,56.47,-6.67,46.86,-0.01,8,12,4,253,13.18,15.17,0.79,12.41,100.94,51.41,28.84,30.21,45.83,29.77,50.22
JOHN.TAVARES,2018-2019,TOR,C,17,245.52,8,6,14,12,3.42,2.93,14.91,3.64,249,261,-12,48.82,-1.04,17,8,9,68,20.5,12.27,11.16,1.11,52.37,1.59,2,5,3,62,15.15,4.69,1.15,18.6,107.07,53.45,30.37,31.61,44.06,30.08,50.36
MATHEW.BARZAL,2017-2018,NYI,C,82,1121.91,16,38,54,39,2.89,2.09,56.07,3,1199,1094,105,52.29,6.81,63,50,13,55.75,10.73,50.1,47.98,2.12,51.08,5.98,15,31,16,202,10.8,13.26,0.71,12.21,101.31,51.67,28.09,29.62,47.49,28.94,50.05
MATHEW.BARZAL,2018-2019,NYI,C,16,209.5,2,5,7,4,2,1.15,4.46,1.28,191,208,-17,47.87,5.68,7,11,-4,38.89,-26.96,7.61,8.04,-0.43,48.63,4.91,4,6,2,30,8.59,1.66,0.48,15.38,97.39,62.62,27.98,29.88,42.88,29.07,52.18
NATHAN.MACKINNON,2013-2014,COL,C,82,1158.75,14,26,40,27,2.07,1.4,38.46,1.99,1062,1206,-144,46.83,-0.17,55,39,16,58.51,7.1,41,50.4,-9.4,44.86,-2.28,10,23,13,290,15.02,13.6,0.7,8,103.48,50.81,29.41,31,47.21,29.23,50.35
NATHAN.MACKINNON,2014-2015,COL,C,64,861.25,10,19,29,22,2.02,1.53,33.56,2.34,817,853,-36,48.92,7.27,36,33,3,52.17,3.62,31.47,36.23,-4.76,46.48,6.14,11,23,12,252,17.56,11.6,0.81,6.33,100.28,46.62,28.42,30.94,42.47,29.38,51.1
NATHAN.MACKINNON,2015-2016,COL,C,72,1030.43,10,18,28,17,1.63,0.99,28.47,1.66,964,1114,-150,46.39,3.6,45,41,4,52.33,6.03,37.9,43.3,-5.4,46.67,3.5,9,21,12,293,17.06,12.53,0.73,5.71,101.12,56.62,30.05,31.53,43.56,29.66,50.13
NATHAN.MACKINNON,2016-2017,COL,C,81,1147.96,10,21,31,25,1.62,1.31,36.14,1.89,1108,1089,19,50.43,2.99,48,59,-11,44.86,12.37,41.53,45.87,-4.34,47.52,3.84,6,14,8,291,15.21,12.48,0.65,5.65,98.27,52.35,29.65,30.47,47.53,29.78,50.21
NATHAN.MACKINNON,2017-2018,COL,C,74,1101.38,24,31,55,45,3,2.45,57.66,3.14,1127,1099,28,50.63,4.08,64,47,17,57.66,7.98,43.72,45.1,-1.38,49.22,3.25,13,19,6,346,18.85,15.29,0.83,11.88,102.89,56.96,31.9,32.1,46.27,29.75,50.18
NATHAN.MACKINNON,2018-2019,COL,C,16,265.17,9,4,13,12,2.94,2.72,11.7,2.65,238,273,-35,46.58,-0.9,16,11,5,59.26,9.26,9.43,11.71,-2.28,44.61,-3.78,3,5,2,65,14.71,3.62,0.82,20,104.54,54.14,36.63,33.83,42.47,29.95,50.41
NIKITA.KUCHEROV,2013-2014,T.B,R,52,593.98,6,8,14,12,1.41,1.21,22.41,2.26,607,518,89,53.96,3,19,13,6,59.38,4.45,24.68,19.28,5.4,56.14,7,7,7,0,155,15.66,7.89,0.8,7.14,100.58,50.74,23.86,27.86,49.77,28.45,48.84
NIKITA.KUCHEROV,2014-2015,T.B,R,82,989.3,24,20,44,37,2.67,2.24,60.88,3.69,1053,828,225,55.98,4.09,70,35,35,66.67,15.21,46.62,33.09,13.53,58.49,5.55,8,14,6,249,15.1,13.54,0.82,16,103.78,60.04,25.81,29.61,48.6,29.07,49.56
NIKITA.KUCHEROV,2015-2016,T.B,R,77,1068.11,15,15,30,25,1.69,1.4,43.33,2.43,1066,896,170,54.33,2.91,46,34,12,57.5,5.54,39.03,33.82,5.21,53.58,2.73,10,14,4,266,14.94,10.97,0.62,11.11,101.55,59.05,29.62,29.88,49.7,29.16,49.63
NIKITA.KUCHEROV,2016-2017,T.B,R,74,1097.94,18,25,43,32,2.35,1.75,54.75,2.99,1108,895,213,55.32,5.99,56,38,18,59.57,16.36,46.73,38.54,8.19,54.8,7.14,14,18,4,262,14.32,12.26,0.67,12.86,102.29,59.4,31.19,30.46,49.55,29.48,50.15
NIKITA.KUCHEROV,2017-2018,T.B,R,80,1220.08,27,31,58,44,2.85,2.16,65.6,3.23,1338,1179,159,53.16,2.16,71,54,17,56.8,-0.14,53.64,48.08,5.56,52.73,-0.11,16,23,7,332,16.33,14.96,0.74,15,102.19,62.12,32.22,30.16,50.74,29.42,49.85
NIKITA.KUCHEROV,2018-2019,T.B,R,17,218.58,3,7,10,8,2.74,2.2,11.3,3.1,238,209,29,53.24,0.15,13,7,6,65,15,8.48,6.92,1.56,55.06,-0.9,3,4,1,45,12.35,1.54,0.42,13.64,103.73,58.78,28.12,29.7,51.13,29.46,49.84
PHIL.KESSEL,2009-2010,TOR,C,70,1022.87,21,17,38,34,2.23,1.99,52.73,3.09,1110,956,154,53.73,1.69,51,45,6,53.12,3.99,44.25,36.17,8.08,55.02,2.09,8,14,6,382,22.41,14.48,0.85,10.14,99.86,52.17,31.37,31.24,52.54,29.41,49.69
PHIL.KESSEL,2010-2011,TOR,C,82,1211.23,18,19,37,32,1.83,1.59,35.6,1.76,1182,1352,-170,46.65,-1.7,47,61,-14,43.52,-7.74,47.44,52.83,-5.39,47.31,0.53,7,18,11,401,19.86,18.38,0.91,7.66,99.13,50.45,31.77,30.65,47.8,29.29,50.06
PHIL.KESSEL,2011-2012,TOR,C,82,1284.57,23,28,51,41,2.38,1.92,51.31,2.4,1295,1329,-34,49.35,0.66,65,69,-4,48.51,3.73,57.46,58.83,-1.37,49.41,2.92,7,13,6,388,18.12,19.33,0.9,10.5,99.81,52.77,32.3,30.84,45.53,29.71,49.98
PHIL.KESSEL,2012-2013,TOR,C,48,747.37,14,17,31,26,2.49,2.09,26.61,2.14,723,844,-121,46.14,3.18,39,33,6,54.17,2.99,27.48,35.43,-7.95,43.68,-0.49,4,7,3,230,18.46,9.3,0.75,12.07,103.09,47.95,32.88,31.84,40.65,29.83,50.65
PHIL.KESSEL,2013-2014,TOR,C,82,1342.03,27,27,54,45,2.41,2.01,40.32,1.8,1232,1555,-323,44.21,2.06,68,60,8,53.12,9.41,55.89,67.99,-12.1,45.12,3.62,13,13,0,387,17.3,18.39,0.82,12.56,102.44,43.02,34.26,31.96,38.32,29.85,50.28
PHIL.KESSEL,2014-2015,TOR,C,82,1149.54,14,16,30,22,1.57,1.15,21.8,1.14,1083,1278,-195,45.87,-0.85,41,63,-22,39.42,-7.37,44.5,60.1,-15.6,42.54,-2.39,10,9,-1,327,17.07,12.35,0.64,7.53,98.06,49.73,29.82,31.01,45.17,29.39,49.99
PHIL.KESSEL,2015-2016,PIT,C,82,1131.05,19,18,37,31,1.96,1.64,50.93,2.7,1153,993,160,53.73,1.49,54,39,15,58.06,4.49,46.36,39.55,6.81,53.96,-2.57,6,9,3,315,16.71,14.03,0.74,10.38,101.43,63.14,28.96,30.31,52.67,29.22,49.78
PHIL.KESSEL,2016-2017,PIT,C,82,1105.31,14,23,37,27,2.01,1.47,33.98,1.84,1012,1136,-124,47.11,-4.23,52,37,15,58.43,4.39,44.63,49.83,-5.2,47.25,-7.18,7,9,2,263,14.28,10.92,0.59,8.81,102.84,62.55,27.96,29.67,50.01,28.82,49.96
PHIL.KESSEL,2017-2018,PIT,C,82,1133.48,18,23,41,34,2.17,1.8,41.25,2.18,1124,1111,13,50.29,-2.75,56,61,-5,47.86,-0.32,51.47,52.17,-0.7,49.66,-4.42,9,7,-2,285,15.09,12.56,0.66,10.78,99.08,62.83,28.94,30.31,53.02,28.78,49.62
PHIL.KESSEL,2018-2019,PIT,C,15,206.37,6,7,13,11,3.78,3.2,12.21,3.55,223,221,2,50.23,1.2,15,9,6,62.5,13.56,10.36,9.67,0.69,51.72,1.66,5,1,-4,57,16.57,2.99,0.87,18.18,104.68,63.04,28.84,30.31,50.37,29.17,49.67
SIDNEY.CROSBY,2009-2010,PIT,C,80,1162.75,33,33,66,55,3.41,2.84,78.29,4.04,1277,1051,226,54.85,4.23,79,56,23,58.52,11.71,56.14,44.54,11.6,55.76,5.2,24,25,1,300,15.48,15.24,0.79,17.01,100.95,55.63,32.39,30.13,50.77,29.82,49.77
SIDNEY.CROSBY,2010-2011,PIT,C,41,595.6,20,18,38,31,3.83,3.12,43.34,4.37,644,566,78,53.22,0.61,40,24,16,62.5,8.18,28.46,24.68,3.78,53.56,0.93,12,19,7,165,16.62,9.84,0.99,19.05,103.88,46.72,32.95,31.01,53.18,29.85,49.59
SIDNEY.CROSBY,2011-2012,PIT,C,22,296.73,5,18,23,17,4.65,3.44,26.5,5.36,359,263,96,57.72,5.5,31,13,18,70.45,18.22,18.27,10.96,7.31,62.5,9.09,6,6,0,72,14.56,4.02,0.81,11.63,106.81,56.73,28.71,30.92,54.34,29.59,49.83
SIDNEY.CROSBY,2012-2013,PIT,C,36,544.34,12,26,38,30,4.19,3.31,46.29,5.1,630,482,148,56.65,8.62,47,18,29,72.31,21.58,28.07,19.31,8.76,59.24,8.52,7,14,7,138,15.21,9.58,1.06,13.95,106.99,47.47,32.02,31.46,47.39,30.05,49.75
SIDNEY.CROSBY,2013-2014,PIT,C,80,1273.08,20,33,53,43,2.5,2.03,61.21,2.88,1291,1144,147,53.02,6.84,69,51,18,57.5,10.37,55.21,41.89,13.32,56.86,10.07,22,24,2,279,13.15,15.32,0.72,11.76,100.9,51.04,33.39,30.7,45.85,29.98,50.1
SIDNEY.CROSBY,2014-2015,PIT,C,77,1135.57,16,29,45,34,2.38,1.8,59.39,3.14,1187,931,256,56.04,4.73,53,39,14,57.61,7.9,51.21,39.81,11.4,56.26,6.57,15,21,6,259,13.68,15.7,0.83,10,100.68,59.15,31.22,30.96,51.97,29.37,49.88
SIDNEY.CROSBY,2015-2016,PIT,C,80,1209.78,18,32,50,38,2.48,1.88,61.28,3.04,1289,1084,205,54.32,2.36,62,46,16,57.41,3.38,54.5,44.19,10.31,55.22,-0.74,15,19,4,296,14.68,14.83,0.74,11.39,100.97,53.8,31.76,30.75,52.04,29.75,49.94
SIDNEY.CROSBY,2016-2017,PIT,C,75,1118.1,26,23,49,43,2.63,2.31,60.21,3.23,1250,1074,176,53.79,5.54,62,45,17,57.94,2.12,62.26,48.58,13.68,56.17,5.28,9,15,6,278,14.92,17.18,0.92,15.12,101.11,62.31,30.92,30.39,47.63,29.52,50.05
SIDNEY.CROSBY,2017-2018,PIT,C,82,1260.13,12,23,35,25,1.67,1.19,51.17,2.44,1420,1142,278,55.43,4.84,48,55,-7,46.6,-2.12,64.95,49.15,15.8,56.92,6.48,15,14,-1,275,13.09,17.59,0.84,7.14,97.06,59.38,32.18,30.48,50.9,29.63,49.89
SIDNEY.CROSBY,2018-2019,PIT,C,15,229.33,5,6,11,10,2.88,2.62,15.04,3.93,254,210,44,54.74,7.82,17,7,10,70.83,26.15,9.85,8.28,1.57,54.33,5.26,1,3,2,48,12.56,2.95,0.77,14.29,105.46,59.35,32.05,30.87,46.81,29.97,49.31
STEVEN.STAMKOS,2009-2010,T.B,C,82,1089.19,21,23,44,34,2.42,1.87,39.88,2.2,1002,1093,-91,47.83,0.31,59,56,3,51.3,9.11,38.82,47.48,-8.66,44.98,-2.74,13,17,4,274,15.09,10.98,0.6,13.38,101.45,54.29,29.7,30.61,47.89,29.62,49.75
STEVEN.STAMKOS,2010-2011,T.B,C,82,1174.55,26,24,50,42,2.55,2.15,57.72,2.95,1170,1100,70,51.54,-0.5,66,45,21,59.46,13.35,47.6,40.59,7.01,53.97,-2.3,20,33,13,318,16.24,16.4,0.84,15.2,102.88,48.4,31.29,30.08,50.8,29.48,49.83
STEVEN.STAMKOS,2011-2012,T.B,C,82,1356.85,41,22,63,56,2.79,2.48,62.51,2.76,1225,1263,-38,49.24,3.01,80,61,19,56.74,14.36,50.78,52.99,-2.21,48.94,2.45,25,30,5,341,15.08,18.02,0.8,20.5,103.31,54.84,34.75,30.62,47.28,29.49,49.74
STEVEN.STAMKOS,2012-2013,T.B,C,48,785.61,14,16,30,23,2.29,1.76,28.66,2.19,703,709,-6,49.79,3.98,39,40,-1,49.37,-2.7,28.93,28.16,0.77,50.67,3.12,11,13,2,190,14.51,9.45,0.72,13.46,99.66,53,34.44,31.1,45.62,30.05,50.14
STEVEN.STAMKOS,2013-2014,T.B,C,37,539.77,14,9,23,21,2.56,2.33,26.27,2.92,517,470,47,52.38,2.15,30,22,8,57.69,11.54,21.54,18.39,3.15,53.94,5.04,7,12,5,133,14.78,7.95,0.88,21.21,103,51.06,31.25,29.85,50.43,29.5,49.97
STEVEN.STAMKOS,2014-2015,T.B,C,82,1171.97,25,17,42,39,2.15,2,53.91,2.76,1148,1008,140,53.25,0.31,57,49,8,53.77,-4.28,44.51,37.77,6.74,54.1,-0.77,14,23,9,312,15.97,16.73,0.86,14.45,100.36,60.76,30.57,30.15,51.88,29.33,49.45
STEVEN.STAMKOS,2015-2016,T.B,C,77,1099.87,17,14,31,27,1.69,1.47,36.5,1.99,1049,989,60,51.47,-0.94,46,37,9,55.42,1.93,36.09,38.58,-2.49,48.33,-4.95,13,14,1,231,12.6,11.07,0.6,14.17,102.03,54.62,30.47,29.83,51.85,29.41,49.94
STEVEN.STAMKOS,2016-2017,T.B,C,17,218.58,5,7,12,11,3.29,3.02,13.48,3.7,233,181,52,56.28,8.91,14,10,4,58.33,11.82,10.19,9.6,0.59,51.49,4.43,6,3,-3,46,12.63,2.51,0.69,19.23,102.62,58.74,27.29,31.14,51.87,29.05,49.24
STEVEN.STAMKOS,2017-2018,T.B,C,78,1085.32,11,36,47,34,2.6,1.88,49.11,2.71,1147,1037,110,52.52,0.98,66,47,19,58.41,2.43,47.18,41.3,5.88,53.32,0.36,22,11,-11,240,13.27,10.17,0.56,9.09,103.1,61.68,29.37,30.29,51.07,29.32,49.75
STEVEN.STAMKOS,2018-2019,T.B,C,17,211.67,3,4,7,4,1.98,1.13,9.59,2.72,213,181,32,54.06,1.25,9,7,2,56.25,2.55,7.95,6.5,1.45,55.02,-0.96,1,3,2,50,14.17,2.06,0.58,9.38,100.38,55.4,27.24,30.12,51.56,29.44,49.54
TAYLOR.HALL,2010-2011,EDM,L,65,954.32,10,14,24,17,1.51,1.07,28.64,1.8,897,937,-40,48.91,4.9,37,44,-7,45.68,2.04,36.68,44.16,-7.48,45.37,2.19,11,30,19,285,17.92,12.75,0.8,6.8,99.5,51.42,31.77,31.04,45.75,29.63,50
TAYLOR.HALL,2011-2012,EDM,L,61,874.67,13,18,31,26,2.13,1.78,39.24,2.69,853,782,71,52.17,6.36,41,38,3,51.9,9.04,39.68,34.12,5.56,53.77,9.8,15,24,9,272,18.66,13.57,0.93,8.97,100.33,56.67,30.35,31.39,45.84,29.64,50.46
TAYLOR.HALL,2012-2013,EDM,L,45,651.15,12,21,33,28,3.04,2.58,34.74,3.2,648,639,9,50.35,8.47,35,30,5,53.85,10.55,29.93,29,0.93,50.79,10.59,6,12,6,196,18.06,10.25,0.94,10.26,100.76,54.04,30.96,31.64,41.72,29.67,50.08
TAYLOR.HALL,2013-2014,EDM,L,75,1140.11,16,35,51,33,2.68,1.74,35.91,1.89,959,1203,-244,44.36,0.33,54,60,-6,47.37,8.72,44.58,53.48,-8.9,45.46,2.63,16,23,7,284,14.95,14.65,0.77,9.64,100.63,56.71,32.55,31.65,44.96,29.81,50.58
TAYLOR.HALL,2014-2015,EDM,L,53,818.75,8,18,26,20,1.91,1.47,28.01,2.05,791,774,17,50.54,3.81,38,34,4,52.78,16.72,29.49,34.26,-4.77,46.26,2.75,16,12,-4,209,15.32,9.08,0.67,7.69,101.87,55.56,31.3,31.02,48.28,29.37,50.48
TAYLOR.HALL,2015-2016,EDM,L,82,1247.45,17,30,47,41,2.26,1.97,55.83,2.69,1225,1146,79,51.67,4.3,57,53,4,51.82,11.82,55.11,46.18,8.93,54.41,8.02,16,17,1,354,17.03,21.58,1.04,7.98,99.97,52.79,31.88,30.08,47.99,29.63,50.23
TAYLOR.HALL,2016-2017,N.J,L,72,1094.76,8,22,30,23,1.64,1.26,41.34,2.27,1028,923,105,52.69,7.47,38,35,3,52.05,10.72,45.33,37.3,8.03,54.86,9.22,12,18,6,284,15.57,15.72,0.86,4.62,99.94,49.12,31.58,29.78,45.54,29.33,49.95
TAYLOR.HALL,2017-2018,N.J,L,76,1133.51,20,25,45,35,2.38,1.85,53.51,2.83,1125,1070,55,51.25,3.74,65,46,19,58.56,14.06,56.1,49.64,6.46,53.05,4.26,13,18,5,319,16.89,19.97,1.06,10.47,102.27,56.23,31.32,29.57,46.82,29.45,49.9
TAYLOR.HALL,2018-2019,N.J,L,14,191.43,2,2,4,3,1.25,0.94,6.82,2.14,192,172,20,52.75,6.28,10,7,3,58.82,10.34,11.1,7.81,3.29,58.7,9.91,4,1,-3,56,17.55,3.14,0.98,5.71,100.37,57.14,31.82,31.63,45.27,30.09,48.74
